"label","en_text","id_text"
"neutral","The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .","Pengembangan taman teknologi, yang akan mengkhususkan diri pada teknologi telekomunikasi dan informasi, merupakan bagian dari program negara untuk pembentukan taman teknologi untuk sektor teknologi tinggi di Rusia."
"neutral","Finnlines said that the deal is part of its strategy to focus on its core businesses .","Finnlines mengatakan bahwa kesepakatan tersebut merupakan bagian dari strateginya untuk fokus pada bisnis intinya."
"neutral","In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ærvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","Selain Tulikivi Corporation, saat ini beliau juga menjadi anggota Dewan di perusahaan berikut: Altia Corporation, J+Ærvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy dan Voimatel Oy."
"neutral","A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .","Sebuah program negara telah disusun, ketentuan hukum telah dikembangkan, dan peraturan serta dokumen normatif telah ditetapkan untuk berfungsinya taman teknologi."
"neutral","It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .","Ini merupakan bagian dari pengembangan deposit magnetit kelas dunia di Karara, yang diketahui memiliki potensi pemrosesan magnetit tahunan sebesar lebih dari 30 juta metrik ton selama perkiraan masa pakainya selama 30 tahun."
"neutral","Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .","Didirikan pada tahun 1987, SRV Group adalah perusahaan konstruksi swasta Finlandia yang beroperasi di Finlandia, negara-negara Baltik dan Rusia."
"neutral","During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .","Selama aksi unjuk rasa tersebut, yang disahkan oleh pemerintah kota, seorang pejabat konsulat mendatangi para pekerja, berbicara kepada mereka dan mengambil surat dari mereka."
"neutral","The reductions will be concluded by autumn 2010 .","Pengurangan ini akan selesai pada musim gugur 2010 ."
"neutral","As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .","Seperti diberitakan sebelumnya, Nokian Tires sedang membangun pabrik di kota Vsevolozhsk di Wilayah Leningrad Rusia dengan kapasitas produksi tahunan sebesar 4 juta ban."
"neutral","4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .","4 Februari 2011 - Pengembang perangkat lunak privasi dan keamanan Finlandia Tectia Oyj (HEL: TEC1V) mengatakan pada hari Rabu bahwa pihaknya telah mendirikan dua unit bisnis strategis - keamanan yang dikelola dan otentikasi seluler."
"neutral","s business sectors are building construction , infrastructure construction and technical building services .","Bidang usahanya adalah konstruksi bangunan, konstruksi infrastruktur, dan jasa teknis bangunan."
"neutral","The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .","Kontraktor pusat perbelanjaan, China State Construction Engineering Corporation, sebelumnya telah membangun misalnya. bandara, hotel dan pabrik untuk pelanggan internasional besar di berbagai belahan dunia."
"neutral","Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","Motorola menguasai 11,5 persen pasar ponsel Korea Selatan pada akhir April, Samsung menguasai 55 persen dan LG Electronics 19 persen, menurut ATLAS Research Group yang berbasis di Korea."
"neutral","The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .","Perusahaan menandatangani surat niat untuk menjual pada tanggal 17 September 2010 dan diperkirakan akan menandatangani perjanjian sebenarnya pada tanggal 1 Januari 2011 ."
"neutral","The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .","Perusahaan berjanji bahwa perangkat lunak baru akan membuat email dan dokumen lain seperti yang muncul di komputer desktop."
"neutral","Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .","Alma Media memegang 70% saham perusahaan ini, sisanya dimiliki oleh karyawan kunci perusahaan."
"neutral","The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .","Perusahaan investasi Finlandia Sponda sedang melakukan negosiasi untuk mengakuisisi pusat bisnis Dukat Palace-2 yang terletak di pusat kota Moskow, dari London & Regional Properties."
"neutral","The order was worth EUR 8mn .","Pesanan itu bernilai EUR 8 juta."
"neutral","The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .","RME dari Telcontar memungkinkan ponsel menghitung rute terbaik dan mencakup dukungan untuk rute yang ditentukan pengguna, fitur navigasi, dan perutean multimoda seperti melalui jalan kaki dan feri."
"neutral","The fine print is here .","Cetakan kecilnya ada di sini."
"neutral","Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .","Menyusul peningkatan modal perusahaan+EUR TM berjumlah 5,5 juta lei Rumania $ 1,98 juta-1 ,56 juta euro."
"neutral","It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .","Hal ini juga dalam proses mengambil kursi di dewan CapMan - kursus yang mendapat dukungan dari manajemen CapMan."
"neutral","Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company .","Ahlstrom Corporation SIARAN BURSA EFEK 13.02.2008 Ahlstrom, pemimpin global dalam material berbasis serat berkinerja tinggi, hari ini mengumumkan penyelesaian akuisisi Friend Group Inc., yang terdiri dari West Carrollton Parchment Company dan West Carrollton Converting Company."
"neutral","Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .","Secara bersamaan, Alma Media telah membeli 35% saham Arena Interactive, anak perusahaan Arena Partners dengan fokus pada pengembangan solusi seluler."
"neutral","The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","Pasar ekspor yang paling menarik adalah Rusia, negara-negara Baltik dan Skandinavia."
"neutral","Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .","Aker Yards Finlandia akan mulai menggunakan subkontraktor Tiongkok di galangan kapalnya di Finlandia."
"neutral","With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .","Dengan penjualan sebesar $12,7 miliar selama dua belas bulan terakhir yang berakhir pada Oktober 2010 dan lebih dari 9.200 toko di 35 negara bagian, Dollar General adalah pengecer diskon kotak kecil terbesar di Amerika."
"neutral","The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","Perusahaan merancang dan memproduksi pakaian berkualitas tinggi, tekstil dekorasi interior, tas, dan aksesoris lainnya."
"neutral","Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden .","Kemira akan memasok koagulan besi dalam volume tambahan dari pabrik perusahaan di Helsingborg, Swedia."
"neutral","Production is scheduled to start by the end of April 2007 .","Produksi dijadwalkan akan dimulai pada akhir April 2007 ."
"neutral","The total amount of subscription prices was recorded in the fund for invested non-restricted equity .","Jumlah total harga berlangganan dicatat dalam dana untuk ekuitas tidak dibatasi yang diinvestasikan."
"neutral","Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .","Filmiteollisuus Fine Ab akan dialihkan ke Talentum Oyj dalam bentuk anak perusahaan."
"neutral","EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .","EUR 220 juta dari imbalan transaksi dibayarkan dalam bentuk nota vendor berbunga empat tahun."
"neutral","Most of the growth in beer consumption took place in the Far East , Latin America and Africa .","Sebagian besar pertumbuhan konsumsi bir terjadi di Timur Jauh, Amerika Latin dan Afrika."
"neutral","The second-quarter net sales are expected to be on par with the first quarter of 2009 .","Penjualan bersih kuartal kedua diharapkan setara dengan kuartal pertama tahun 2009."
"neutral","The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .","Tujuan perusahaan adalah untuk menawarkan pengalaman arus manusia terbaik dengan mengembangkan dan memberikan solusi yang memungkinkan masyarakat untuk bergerak dengan lancar, aman, nyaman dan tanpa harus menunggu di gedung-gedung di lingkungan perkotaan yang semakin meningkat."
"neutral","In Finland , 71 % of paper and paperboard is reclaimed .","Di Finlandia, 71% kertas dan kertas karton direklamasi."
"neutral","The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .","Broker ini memulai UPM-Kymmene, Stora Enso dan Sappi dengan rekomendasi `equal-weight' dan Holmen dan Norske Skog dengan peringkat `underweight'."
"neutral","Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","Langkah-langkah lainnya termasuk meningkatkan sinergi dan skala ekonomi dalam Grup Grimaldi dan penyesuaian personel, divestasi dan pengiriman kembali kelebihan tonase."
"neutral","In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .","Pada bulan Desember, Amer mengumumkan pemecatan CEO Roger Talermo, yang memimpin perusahaan tersebut sejak tahun 2006."
"neutral","The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .","Pembelian kembali obligasi tersebut dilaksanakan di pasar terbuka sesuai dengan bagian 7 f syarat dan ketentuan Obligasi Konversi."
"neutral","The event can also be viewed as a live webcast at www.cargotec.com .","Acara ini juga dapat dilihat sebagai webcast langsung di www.cargotec.com."
"neutral","The Company turnover amounted to MEUR 27.9 in 2007 .","Omset Perusahaan sebesar MEUR 27,9 pada tahun 2007 ."
"neutral","`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .","`` Kami memiliki perjanjian lisensi dengan Nokia Corp. yang sebagian akan berakhir pada tanggal 9 April 2007."
"neutral","Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .","Penjualan Cargotec berjumlah EUR 3,4 miliar pada tahun 2008 dan mempekerjakan sekitar 10.500 orang."
"neutral","The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .","Para insinyur menara ini telah membuat kemiringan 18 derajat ke arah barat - empat kali kemiringan Menara Miring Pisa - menggunakan struktur diagrid yang disejajarkan secara geometris menggunakan perangkat lunak Tekla Structures BIM (Building Information Modeling)."
"neutral","` Pulp and paper industries are growing in countries like China and Russia .","`Industri pulp dan kertas sedang berkembang di negara-negara seperti Tiongkok dan Rusia."
"neutral","- Profit before taxes was EUR 105.9 82.7 million .","- Laba sebelum pajak adalah EUR 105,9 82,7 juta."
"neutral","Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .","Risto Raty, wakil presiden eksekutif Tekla, mengatakan bahwa Tekla Structures dan ArchiCAD akan mencakup keseluruhan alur kerja desain dan dokumentasi di seluruh proyek konstruksi."
"neutral","The contract value amounts to EUR 2.4 million .","Nilai kontrak berjumlah EUR 2,4 juta."
"neutral","The price will be specified at the completion date .","Harga akan ditentukan pada tanggal penyelesaian."
"neutral","Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .","Aspocomp mengatakan pihaknya akan memisahkan unitnya di China dan India, dan beberapa peralatan dari pabrik Salo di Finlandia, menjadi unit baru, yang sebagian besar kemudian akan dijual ke Meadville yang terdaftar di bursa saham Hong Kong."
"neutral","The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .","Pekerjaan tersebut akan mencakup peletakan trotoar batu alam dan pemasangan pemanas bawah tanah, serta sistem drainase air permukaan."
"neutral","In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .","Pada bulan April-Juni 2008, penjualan bersih Scanfil berjumlah EUR 58,7 juta dan laba operasional EUR 6,6 juta."
"neutral","Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .","Berkat pengalaman industri dan operasinya yang luas, Cybercom menawarkan keahlian strategis dan teknologi pada pasar-pasar berikut: telekomunikasi, industri, media, sektor publik, ritel, serta jasa perbankan dan keuangan."
"neutral","The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .","Pabrik ini dijadwalkan selesai pada akhir Februari 2007 dengan penyerahan beberapa area pada bulan Januari. Dua pemasok Nokia lainnya – Aspocomp Group Oyj dan Perlos – telah mengumumkan rencana mereka untuk mendirikan pabrik di dalam kompleks Nokia. Bersama-sama, mereka akan berinvestasi sebesar Rs 365 crore."
"neutral","All rights reserved .","Seluruh hak cipta ."
"neutral","New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .","Ketua Dewan Direksi yang baru, Bapak Chaim Katzman, akan memberikan presentasi dan menjawab pertanyaan."
"neutral","Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .","Harold W. Young adalah broker independen yang bekerja sama dengan beberapa pengecer termasuk Ahold USA, Market Basket, CVS, BJ's Wholesale Club, Hannaford dan Cumberland Farms."
"neutral","Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .","Stockholm, 3 Maret 2011 Tentang Cybercom Cybercom Group adalah konsultan teknologi tinggi yang menawarkan sumber global untuk solusi end-to-end."
"neutral","We are now taking Marimekko there on a distinctly more significant scale .","Kami sekarang membawa Marimekko ke sana dalam skala yang jauh lebih signifikan."
"neutral","Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","Viking akan membayar EUR 130 juta untuk kapal baru tersebut, yang akan selesai pada bulan Januari 2008."
"neutral","Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","Pengiriman Ruukki meliputi struktur baja, termasuk instalasi, untuk jembatan bascule Krakeroy dan tiang baja untuk pondasi jembatan."
"neutral","Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .","Perusahaan solusi penanganan kargo Finlandia Cargotec Oyj mengatakan pada 17 Juni 2008 bahwa mereka akan mengakuisisi distributor tailgate Selandia Baru Zepro Tailgate (1987) Limited dengan jumlah yang tidak diungkapkan."
"neutral","The new shares entitle their holders to dividends for fiscal 2006 .","Saham baru ini memberikan hak kepada pemegangnya atas dividen untuk tahun fiskal 2006."
"neutral","It is necessary to strengthen the company 's operations , however .","Namun hal ini perlu dilakukan untuk memperkuat operasi perusahaan."
"neutral","All reproduction for further distribution is prohibited .","Semua reproduksi untuk distribusi lebih lanjut dilarang."
"neutral","He said : `` It is for sale again and we will be actively marketing it .","Dia berkata: `` Ini untuk dijual lagi dan kami akan secara aktif memasarkannya."
"neutral","The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .","Rapat Umum Tahunan menyetujui dividen sebesar EUR 0,10 per saham, yaitu total EUR 7,8 juta."
"neutral","The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .","Solusi pasokan pengumpan serpih minyak akan mengirimkan serpih minyak yang dihancurkan ke kilang minyak serpih yang sudah beroperasi serta ke pabrik pemrosesan teknologi minyak serpih Enefit-280 yang baru."
"neutral","We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .","Kami berharap dapat mengambil bagian dalam pengembangan perusahaan di masa depan,'' kata Tomas Billing, Presiden Nordstjernan."
"neutral","An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .","Jumlah tambahan, yang dibatasi sebesar EUR12 juta, dibayarkan secara tunai setelah pencapaian target kinerja keuangan tertentu pada tahun 2007."
"neutral","We are also pleased to welcome the new employees to Tieto . '","Kami juga dengan senang hati menyambut karyawan baru di Tieto. '"
"neutral","A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .","Peningkatan sebesar 85,432.50 euro pada modal saham Ahlstrom telah dimasukkan dalam Daftar Perdagangan hari ini."
"neutral","It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .","Bahkan sedikit lebih tinggi dibandingkan kelipatan Yara sendiri,' kata seorang analis di Helsinki."
"neutral","When cruising , the revs fall as less engine output is required .","Saat melaju, putaran mesin turun karena output mesin yang dibutuhkan lebih sedikit."
"neutral","Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .","Solusi Tecnomen dapat digunakan untuk penagihan prabayar dan pascabayar, untuk pengisian daya dan pemeringkatan panggilan suara dan video, lalu lintas data dan segala jenis layanan konten di jaringan seluler dan tetap."
"neutral","According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .","Menurut jaksa, transaksi saham itu dilakukan setelah HK Ruokatalo melakukan negosiasi akuisisi Swedish Meats."
"neutral","Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ''","Data gambar yang dihasilkan oleh browser di server telepon diubah menjadi gambar bitmap yang dikirim ke handset untuk ditampilkan. ''"
"neutral","The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .","Pendapatan Grup pada tahun 2008 berjumlah EUR 94 juta dan saat ini perusahaan mempekerjakan sekitar 730 orang."
"neutral","3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .","Pelanggan data 3G juga membantu mempertahankan tingkat pertumbuhan ini, karena langganan data saja mendorong lebih banyak kepemilikan multiple SIM."
"neutral","Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .","Laba operasional mencapai EUR 18,6 juta atau 8,3% dari penjualan bersih."
"neutral","It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .","Perusahaan ini pindah ke posisi No. 2 pada tahun 2000 ketika menggabungkan operasi baja dengan Avesta Sheffield untuk membentuk AvestaPolarit."
"neutral","Therefore , Phase III of the research will not be conducted by Abbott .","Oleh karena itu, penelitian Tahap III tidak akan dilakukan oleh Abbott."
"neutral","The company reiterates its outlook for 2009 .","Perusahaan menegaskan kembali prospeknya untuk tahun 2009 ."
"neutral","Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .","Atria juga akan membeli saham Kauhajoki Teurastamokiinteistot Oy (properti Rumah Potong Hewan Kauhajoki) dari Koperasi Itikka."
"neutral","The project also implies an underground parking lot for 56 vehicles .","Proyek ini juga mencakup lahan parkir bawah tanah untuk 56 kendaraan."
"neutral","Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?","25 Juni 2008 (Laporan Boy Genius disampaikan oleh Newstex) -- Nokia (NYSE: NOK) N78, ya?"
"neutral","Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .","Honkarakenne Finlandia yang mengkhususkan diri dalam pembangunan rumah kayu berencana menggunakan pinus dari Karelia Rusia."
"neutral","Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .","Didirikan pada tahun 2000, BioView mengotomatiskan tes laboratorium, khususnya tes diagnostik untuk kanker."
"neutral","Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .","Keahlian mendalam kami mencakup bidang energi, industri, perkotaan & mobilitas, serta air & lingkungan."
"neutral","The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .","Volume investasi dalam dua tahap proyek ini diperkirakan sebesar USD 300 juta ( EUR 215,03 juta )."
"neutral","Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .","Okmetic menutup pabriknya di Espoo pada awal tahun 2004, dan seluruh lini produksi dari lokasi tersebut dipindahkan ke pabrik Okmetic di Vantaa, Finlandia dan Texas, AS."
"neutral","The market making in accordance with the agreement will begin on September 24 , 2009 .","Pembuatan pasar sesuai perjanjian akan dimulai pada tanggal 24 September 2009 ."
"neutral","Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .","Pembuat bahan berbasis serat asal Finlandia, Ahlstrom Corp (HEL: AHL1V) hari ini mengatakan pihaknya memutuskan untuk menutup jalur produksi komposit spunlace nomor 23 di pabrik Chirnside di Inggris pada akhir Maret 2011."
"neutral","In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .","Selain itu, kami akan meluncurkan layanan online serbaguna untuk melengkapi surat kabar cetak tradisional, kata Mr. Valkama."
"neutral","EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .","KOMPOSIT EXEL SINGKAT Exel Composites adalah perusahaan teknologi yang merancang, memproduksi dan memasarkan profil dan tabung komposit untuk aplikasi industri."
"neutral","The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .","Alasannya adalah status Sankt Peterburg sebagai ibu kota, salah satu peserta pertemuan mengutip perkataan Chikunov."
"neutral","So far the company has awarded more than $ 350,000 worth of tools and materials .","Sejauh ini perusahaan telah memberikan alat dan bahan senilai lebih dari $350.000."
"neutral","Basware offers full support for all SAP versions starting from SAP 4.5 .","Basware menawarkan dukungan penuh untuk semua versi SAP mulai dari SAP 4.5."
"neutral","The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .","Grup ini, dengan penjualan bersih sebesar EUR 235 juta pada tahun 2009, mempekerjakan lebih dari 2.000 orang di 33 negara."
"neutral","The parties have agreed not to disclose the price of the deal , the group said in a press release .","Para pihak telah sepakat untuk tidak mengungkapkan harga kesepakatan tersebut, kata kelompok itu dalam siaran pers."
"neutral","Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .","Teleste memiliki sekitar 30 kantor di seluruh dunia dan terdaftar di Bursa Nordik di Helsinki."
"neutral","Technopolis 's technological centers supply their clients with modern high-class premises .","Pusat teknologi Technopolis memasok klien mereka dengan tempat modern kelas atas."
"neutral","The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .","Konsorsium penjual mencakup dana yang dikelola oleh unit modal ventura OKO Bank, Bio Fund Management dan Finnish Industry Investment, sebuah grup investasi milik pemerintah."
"neutral","Other potential clients include public administration organizations investing in utility networks and services .","Klien potensial lainnya termasuk organisasi administrasi publik yang berinvestasi pada jaringan dan layanan utilitas."
"neutral","`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''","`` Tweeple harus memeriksa siapa yang mengikuti mereka, dan berhati-hati saat mengklik URL dan tinyurl. ''"
"neutral","A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch - HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .","Sebanyak 185 SI Bersertifikat Wonderware tersedia untuk mengintegrasikan dan mendukung produk Wonderware seperti perangkat lunak InTouch - HMI, sejarawan IndustrialSQL Server, Wonderware Information Server, perangkat lunak DT Analyst, atau perangkat lunak QI Analyst SPC."
"neutral","The order was valued at USD12 .2 m.","Pesanan tersebut bernilai USD12,2 juta."
"neutral","Kemira 's R&D organization comprises approximately 750 people , the company said .","Organisasi penelitian dan pengembangan Kemira terdiri dari sekitar 750 orang, kata perusahaan itu."
"neutral","25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .","25 November 2010 - Perusahaan cat dan pelapis Finlandia Tikkurila Oyj (HEL: TIK1V) hari ini mengatakan bahwa perusahaan investasi milik negara Finlandia Solidium Oy menjual 14,7% sahamnya di perusahaan tersebut dengan total EUR98 juta."
"neutral","The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .","Perusahaan gabungan ini memiliki penjualan bersih pro-forma sebesar 140 juta euro $ 188,9 juta dan laba operasional sebesar 13 juta euro $ 17,5 juta pada tahun 2006 ."
"neutral","The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .","Tawaran sekitar 30 juta saham yang bertujuan untuk mengumpulkan lebih dari x20ac 500 juta US$ 640 juta, diharapkan selesai pada 9 Oktober, kata Outokumpu."
"neutral","The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .","Pengusaha, bersama dengan petugas kesehatan, mendukung berhenti merokok dan membayar sebagian biaya perawatan nikotin."
"neutral","The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .","Perjanjian outsourcing, yang mencakup peralatan dan depot di Turku dan Tampere, akan berjalan selama lima tahun, kata Cramo pada hari Kamis."
"neutral","Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .","Didirikan pada tahun 1994, perusahaan ini menggunakan pendekatan proyek kolaboratif enam langkah yang berfokus pada waktu untuk meningkatkan aliran pendapatan lembaga keuangan."
"neutral","Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .","Setiap hak opsi memberikan hak kepada pemegangnya untuk memesan satu saham baru dengan harga pemesanan sebesar EUR0,045 selama periode pemesanan yang berakhir pada tanggal 31 Desember 2013."
"neutral","No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .","Tidak ada perubahan terkait kepemilikan saham Tiimari oleh Virala Oy Ab."
"neutral","Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .","Garmin turun 4,5 persen menjadi $34,53 pada 13:33. di New York , sementara Google turun 0,7 persen pada $576,50 ."
"neutral","Pertti Ervi is independent from the Company and its major shareholders .","Pertti Ervi independen terhadap Perusahaan dan pemegang saham utama."
"neutral","The company did not distribute a dividend in 2005 .","Perusahaan tidak membagikan dividen pada tahun 2005 ."
"neutral","Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure .","Pembuat perapian penahan panas asal Finlandia, Tulikivi Oyj, mengatakan pada tanggal 29 Agustus 2007 bahwa anak perusahaan kompor keramik lokal dan keramik serbaguna Kermansavi Oy akan bergabung ke Tulikivi melalui penyerapan untuk merampingkan struktur perusahaan terbaru."
"neutral","Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !","Fancy Dans sedang bergerak Toko hadiah dan interior FAB Glasgow Fancy Dans sedang bergerak!"
"neutral","Nokian Tyres ' tyres are considered genuine winter tyres in Russia .","Ban Nokian Tires dianggap sebagai ban musim dingin asli di Rusia."
"neutral","In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .","Sesuai dengan syarat dan ketentuan program opsi Alma Media tahun 2006, harga pemesanan saham untuk hak opsi tahun 2006A adalah EUR 4,88 per saham dan nilai buku countervalue EUR 0,60 per saham."
